"Time","recv wlxc83a35ac045d"
2024-10-19 17:22:00,93.6 Mb/s
2024-10-19 17:22:30,45.8 Mb/s
2024-10-19 17:23:00,75.9 Mb/s
2024-10-19 17:23:30,46.2 Mb/s
2024-10-19 17:24:00,10.5 kb/s
2024-10-19 17:24:30,59.9 Mb/s
2024-10-19 17:25:00,70.2 Mb/s
2024-10-19 17:25:30,67.6 Mb/s
2024-10-19 17:26:00,11.4 Mb/s
2024-10-19 17:26:30,73.6 Mb/s
2024-10-19 17:27:00,8.46 kb/s
2024-10-19 17:27:30,21.3 Mb/s
2024-10-19 17:28:00,79.9 Mb/s
2024-10-19 17:28:30,83.9 Mb/s
2024-10-19 17:29:00,61.1 Mb/s
2024-10-19 17:29:30,64.0 Mb/s
2024-10-19 17:30:00,62.4 Mb/s
2024-10-19 17:30:30,103 Mb/s
2024-10-19 17:31:00,33.1 Mb/s
2024-10-19 17:31:30,98.4 Mb/s
2024-10-19 17:32:00,40.5 Mb/s
2024-10-19 17:32:30,28.9 Mb/s
2024-10-19 17:33:00,69.4 Mb/s
2024-10-19 17:33:30,69.5 Mb/s
2024-10-19 17:34:00,69.9 Mb/s
2024-10-19 17:34:30,67.8 Mb/s
2024-10-19 17:35:00,94.7 Mb/s
2024-10-19 17:35:30,9.27 kb/s
2024-10-19 17:36:00,9.27 kb/s
2024-10-19 17:36:30,38.5 Mb/s
2024-10-19 17:37:00,46.2 Mb/s
2024-10-19 17:37:30,47.0 Mb/s
2024-10-19 17:38:00,95.1 Mb/s
2024-10-19 17:38:30,138 Mb/s
2024-10-19 17:39:00,181 Mb/s
2024-10-19 17:39:30,132 Mb/s
2024-10-19 17:40:00,28.4 Mb/s
2024-10-19 17:40:30,7.63 kb/s
2024-10-19 17:41:00,299 kb/s
2024-10-19 17:41:30,712 kb/s
2024-10-19 17:42:00,272 kb/s
2024-10-19 17:42:30,75.7 Mb/s
2024-10-19 17:43:00,64.8 Mb/s
2024-10-19 17:43:30,10.1 kb/s
2024-10-19 17:44:00,15.0 kb/s
2024-10-19 17:44:30,310 kb/s
2024-10-19 17:45:00,380 kb/s
2024-10-19 17:45:30,316 kb/s
2024-10-19 17:46:00,329 kb/s
2024-10-19 17:46:30,58.9 Mb/s
2024-10-19 17:47:00,82.7 Mb/s
2024-10-19 17:47:30,47.7 kb/s
2024-10-19 17:48:00,55.5 Mb/s
2024-10-19 17:48:30,55.5 Mb/s
2024-10-19 17:49:00,9.96 kb/s
2024-10-19 17:49:30,61.6 Mb/s
2024-10-19 17:50:00,63.0 Mb/s
2024-10-19 17:50:30,20.4 kb/s
2024-10-19 17:51:00,9.97 kb/s
2024-10-19 17:51:30,11.6 kb/s
2024-10-19 17:52:00,9.14 kb/s
2024-10-19 17:52:30,9.44 Mb/s
2024-10-19 17:53:00,5.51 Mb/s
2024-10-19 17:53:30,36.3 Mb/s
2024-10-19 17:54:00,35.5 Mb/s
2024-10-19 17:54:30,16.4 Mb/s
2024-10-19 17:55:00,259 kb/s
2024-10-19 17:55:30,284 kb/s
2024-10-19 17:56:00,10.8 kb/s
2024-10-19 17:56:30,9.14 kb/s
2024-10-19 17:57:00,418 kb/s
2024-10-19 17:57:30,709 kb/s
2024-10-19 17:58:00,10.8 kb/s
2024-10-19 17:58:30,940 kb/s
2024-10-19 17:59:00,902 kb/s
2024-10-19 17:59:30,918 kb/s
2024-10-19 18:00:00,46.6 Mb/s
2024-10-19 18:00:30,48.1 Mb/s
2024-10-19 18:01:00,105 Mb/s
2024-10-19 18:01:30,59.5 Mb/s
2024-10-19 18:02:00,13.7 Mb/s
2024-10-19 18:02:30,45.5 Mb/s
2024-10-19 18:03:00,265 kb/s
2024-10-19 18:03:30,335 kb/s
2024-10-19 18:04:00,9.24 kb/s
2024-10-19 18:04:30,6.70 kb/s
2024-10-19 18:05:00,6.83 kb/s
2024-10-19 18:05:30,802 kb/s
2024-10-19 18:06:00,263 kb/s
2024-10-19 18:06:30,40.3 Mb/s
2024-10-19 18:07:00,9.15 kb/s
2024-10-19 18:07:30,11.5 kb/s
2024-10-19 18:08:00,9.15 kb/s
2024-10-19 18:08:30,45.7 Mb/s
2024-10-19 18:09:00,47.5 Mb/s
2024-10-19 18:09:30,81.1 Mb/s
2024-10-19 18:10:00,58.9 Mb/s
2024-10-19 18:10:30,56.9 Mb/s
2024-10-19 18:11:00,67.5 Mb/s
2024-10-19 18:11:30,8.89 Mb/s
2024-10-19 18:12:00,8.81 Mb/s
2024-10-19 18:12:30,8.80 Mb/s
2024-10-19 18:13:00,8.33 kb/s
2024-10-19 18:13:30,783 kb/s
2024-10-19 18:14:00,635 kb/s
2024-10-19 18:14:30,26.7 kb/s
2024-10-19 18:15:00,9.95 kb/s
2024-10-19 18:15:30,9.14 kb/s
2024-10-19 18:16:00,9.15 kb/s
2024-10-19 18:16:30,10.8 kb/s
2024-10-19 18:17:00,102 Mb/s
2024-10-19 18:17:30,8.33 kb/s
2024-10-19 18:18:00,130 Mb/s
2024-10-19 18:18:30,455 kb/s
2024-10-19 18:19:00,60.3 Mb/s
2024-10-19 18:19:30,56.3 Mb/s
2024-10-19 18:20:00,67.5 Mb/s
2024-10-19 18:20:30,3.15 Mb/s
2024-10-19 18:21:00,8.46 kb/s
2024-10-19 18:21:30,8.34 kb/s
2024-10-19 18:22:00,9.13 kb/s
2024-10-19 18:22:30,73.7 kb/s
2024-10-19 18:23:00,57.0 Mb/s
2024-10-19 18:23:30,58.5 Mb/s
2024-10-19 18:24:00,59.8 Mb/s
2024-10-19 18:24:30,101 Mb/s
2024-10-19 18:25:00,44.9 Mb/s
2024-10-19 18:25:30,43.0 Mb/s
2024-10-19 18:26:00,202 kb/s
2024-10-19 18:26:30,36.2 Mb/s
2024-10-19 18:27:00,126 Mb/s
2024-10-19 18:27:30,35.8 Mb/s
2024-10-19 18:28:00,70.7 Mb/s
2024-10-19 18:28:30,71.0 Mb/s
2024-10-19 18:29:00,72.6 Mb/s
2024-10-19 18:29:30,91.7 Mb/s
2024-10-19 18:30:00,11.9 kb/s
2024-10-19 18:30:30,596 kb/s
2024-10-19 18:31:00,44.3 Mb/s
2024-10-19 18:31:30,44.1 Mb/s
2024-10-19 18:32:00,128 Mb/s
2024-10-19 18:32:30,54.0 Mb/s
2024-10-19 18:33:00,54.0 Mb/s
2024-10-19 18:33:30,119 Mb/s
2024-10-19 18:34:00,101 Mb/s
2024-10-19 18:34:30,141 Mb/s
2024-10-19 18:35:00,335 kb/s
2024-10-19 18:35:30,278 kb/s
2024-10-19 18:36:00,221 kb/s
2024-10-19 18:36:30,504 kb/s
2024-10-19 18:37:00,10.8 kb/s
2024-10-19 18:37:30,52.6 Mb/s
2024-10-19 18:38:00,108 Mb/s
2024-10-19 18:38:30,12.1 Mb/s
2024-10-19 18:39:00,11.3 Mb/s
2024-10-19 18:39:30,40.4 Mb/s
2024-10-19 18:40:00,27.3 Mb/s
2024-10-19 18:40:30,20.7 Mb/s
2024-10-19 18:41:00,21.7 Mb/s
2024-10-19 18:41:30,8.46 kb/s
2024-10-19 18:42:00,99.0 Mb/s
2024-10-19 18:42:30,102 Mb/s
2024-10-19 18:43:00,25.9 Mb/s
2024-10-19 18:43:30,918 kb/s
2024-10-19 18:44:00,757 kb/s
2024-10-19 18:44:30,44.7 Mb/s
2024-10-19 18:45:00,47.0 Mb/s
2024-10-19 18:45:30,94.7 Mb/s
2024-10-19 18:46:00,64.3 Mb/s
2024-10-19 18:46:30,10.1 kb/s
2024-10-19 18:47:00,537 kb/s
2024-10-19 18:47:30,570 kb/s
2024-10-19 18:48:00,694 kb/s
2024-10-19 18:48:30,68.2 Mb/s
2024-10-19 18:49:00,130 Mb/s
2024-10-19 18:49:30,67.2 Mb/s
2024-10-19 18:50:00,68.3 Mb/s
2024-10-19 18:50:30,740 kb/s
2024-10-19 18:51:00,275 kb/s
2024-10-19 18:51:30,750 kb/s
2024-10-19 18:52:00,8.56 kb/s
2024-10-19 18:52:30,8.46 kb/s
2024-10-19 18:53:00,40.4 Mb/s
2024-10-19 18:53:30,89.8 Mb/s
2024-10-19 18:54:00,85.7 Mb/s
2024-10-19 18:54:30,9.27 kb/s
2024-10-19 18:55:00,21.1 Mb/s
2024-10-19 18:55:30,44.9 Mb/s
2024-10-19 18:56:00,45.3 Mb/s
2024-10-19 18:56:30,22.4 Mb/s
2024-10-19 18:57:00,748 kb/s
2024-10-19 18:57:30,830 kb/s
2024-10-19 18:58:00,8.46 kb/s
2024-10-19 18:58:30,16.0 Mb/s
2024-10-19 18:59:00,7.64 kb/s
2024-10-19 18:59:30,11.0 kb/s
2024-10-19 19:00:00,86.4 Mb/s
2024-10-19 19:00:30,8.46 kb/s
2024-10-19 19:01:00,7.64 kb/s
2024-10-19 19:01:30,8.46 kb/s
2024-10-19 19:02:00,47.9 Mb/s
2024-10-19 19:02:30,123 Mb/s
2024-10-19 19:03:00,114 Mb/s
2024-10-19 19:03:30,9.37 kb/s
2024-10-19 19:04:00,9.28 kb/s
2024-10-19 19:04:30,75.7 Mb/s
2024-10-19 19:05:00,86.0 Mb/s
2024-10-19 19:05:30,10.1 kb/s
2024-10-19 19:06:00,10.1 kb/s
2024-10-19 19:06:30,11.3 kb/s
2024-10-19 19:07:00,12.1 kb/s
2024-10-19 19:07:30,42.1 Mb/s
2024-10-19 19:08:00,43.3 Mb/s
2024-10-19 19:08:30,41.2 Mb/s
2024-10-19 19:09:00,92.4 Mb/s
2024-10-19 19:09:30,83.2 Mb/s
2024-10-19 19:10:00,99.7 Mb/s
2024-10-19 19:10:30,55.8 Mb/s
2024-10-19 19:11:00,110 Mb/s
2024-10-19 19:11:30,39.5 Mb/s
2024-10-19 19:12:00,18.9 kb/s
2024-10-19 19:12:30,11.2 kb/s
2024-10-19 19:13:00,10.4 kb/s
2024-10-19 19:13:30,76.0 Mb/s
2024-10-19 19:14:00,35.1 Mb/s
2024-10-19 19:14:30,87.6 Mb/s
2024-10-19 19:15:00,79.5 Mb/s
2024-10-19 19:15:30,27.7 kb/s
2024-10-19 19:16:00,32.5 Mb/s
2024-10-19 19:16:30,32.4 Mb/s
2024-10-19 19:17:00,20.1 kb/s
2024-10-19 19:17:30,8.45 kb/s
2024-10-19 19:18:00,191 kb/s
2024-10-19 19:18:30,10.3 Mb/s
2024-10-19 19:19:00,23.3 Mb/s
2024-10-19 19:19:30,22.6 Mb/s
2024-10-19 19:20:00,16.0 Mb/s
2024-10-19 19:20:30,111 kb/s
2024-10-19 19:21:00,89.5 kb/s
2024-10-19 19:21:30,35.5 Mb/s
2024-10-19 19:22:00,91.9 Mb/s
2024-10-19 19:22:30,80.3 Mb/s
2024-10-19 19:23:00,46.0 Mb/s
2024-10-19 19:23:30,54.4 Mb/s
2024-10-19 19:24:00,716 kb/s
2024-10-19 19:24:30,23.1 Mb/s
2024-10-19 19:25:00,10.1 kb/s
2024-10-19 19:25:30,27.5 Mb/s
2024-10-19 19:26:00,26.8 Mb/s
2024-10-19 19:26:30,3.98 Mb/s
2024-10-19 19:27:00,536 kb/s
2024-10-19 19:27:30,7.63 kb/s
2024-10-19 19:28:00,176 kb/s
2024-10-19 19:28:30,32.2 Mb/s
2024-10-19 19:29:00,12.8 Mb/s
2024-10-19 19:29:30,13.9 Mb/s
2024-10-19 19:30:00,70.1 kb/s
2024-10-19 19:30:30,62.8 kb/s
2024-10-19 19:31:00,23.1 kb/s
2024-10-19 19:31:30,22.0 Mb/s
2024-10-19 19:32:00,825 kb/s
2024-10-19 19:32:30,507 kb/s
2024-10-19 19:33:00,44.8 Mb/s
2024-10-19 19:33:30,93.9 Mb/s
2024-10-19 19:34:00,33.9 Mb/s
2024-10-19 19:34:30,31.6 Mb/s
2024-10-19 19:35:00,31.8 Mb/s
2024-10-19 19:35:30,416 kb/s
2024-10-19 19:36:00,48.9 Mb/s
2024-10-19 19:36:30,1.16 Mb/s
2024-10-19 19:37:00,1.17 Mb/s
2024-10-19 19:37:30,1.17 Mb/s
2024-10-19 19:38:00,2.64 Mb/s
2024-10-19 19:38:30,1.11 Mb/s
2024-10-19 19:39:00,429 kb/s
2024-10-19 19:39:30,215 kb/s
2024-10-19 19:40:00,700 kb/s
2024-10-19 19:40:30,375 kb/s
2024-10-19 19:41:00,216 kb/s
2024-10-19 19:41:30,76.6 Mb/s
2024-10-19 19:42:00,88.3 Mb/s
2024-10-19 19:42:30,85.0 Mb/s
2024-10-19 19:43:00,83.8 Mb/s
2024-10-19 19:43:30,51.4 Mb/s
2024-10-19 19:44:00,737 kb/s
2024-10-19 19:44:30,25.4 kb/s
2024-10-19 19:45:00,64.3 Mb/s
2024-10-19 19:45:30,39.9 Mb/s
2024-10-19 19:46:00,113 Mb/s
2024-10-19 19:46:30,128 Mb/s
2024-10-19 19:47:00,136 Mb/s
2024-10-19 19:47:30,87.6 Mb/s
2024-10-19 19:48:00,11.5 Mb/s
2024-10-19 19:48:30,24.7 kb/s
2024-10-19 19:49:00,25.4 kb/s
2024-10-19 19:49:30,49.9 Mb/s
2024-10-19 19:50:00,15.4 Mb/s
2024-10-19 19:50:30,45.7 Mb/s
2024-10-19 19:51:00,47.4 Mb/s
2024-10-19 19:51:30,15.8 Mb/s
2024-10-19 19:52:00,91.4 kb/s
2024-10-19 19:52:30,16.4 Mb/s
2024-10-19 19:53:00,16.0 Mb/s
2024-10-19 19:53:30,20.4 kb/s
2024-10-19 19:54:00,23.8 kb/s
2024-10-19 19:54:30,93.8 Mb/s
2024-10-19 19:55:00,96.3 Mb/s
2024-10-19 19:55:30,99.9 Mb/s
2024-10-19 19:56:00,94.4 Mb/s
2024-10-19 19:56:30,10.9 kb/s
2024-10-19 19:57:00,25.4 kb/s
2024-10-19 19:57:30,73.6 Mb/s
2024-10-19 19:58:00,68.3 Mb/s
2024-10-19 19:58:30,58.4 Mb/s
2024-10-19 19:59:00,47.4 Mb/s
2024-10-19 19:59:30,57.0 Mb/s
2024-10-19 20:00:00,99.2 Mb/s
2024-10-19 20:00:30,15.1 Mb/s
2024-10-19 20:01:00,21.7 Mb/s
2024-10-19 20:01:30,20.6 Mb/s
2024-10-19 20:02:00,8.29 Mb/s
2024-10-19 20:02:30,24.6 Mb/s
2024-10-19 20:03:00,56.8 Mb/s
2024-10-19 20:03:30,84.5 Mb/s
2024-10-19 20:04:00,80.8 Mb/s
2024-10-19 20:04:30,84.0 Mb/s
2024-10-19 20:05:00,174 Mb/s
2024-10-19 20:05:30,214 kb/s
2024-10-19 20:06:00,10.8 kb/s
2024-10-19 20:06:30,21.9 kb/s
2024-10-19 20:07:00,10.8 kb/s
2024-10-19 20:07:30,11.9 kb/s
2024-10-19 20:08:00,9.96 kb/s
2024-10-19 20:08:30,10.8 kb/s
2024-10-19 20:09:00,150 kb/s
2024-10-19 20:09:30,12.6 kb/s
2024-10-19 20:10:00,781 kb/s
2024-10-19 20:10:30,1.09 Mb/s
2024-10-19 20:11:00,1.03 Mb/s
2024-10-19 20:11:30,1.11 Mb/s
2024-10-19 20:12:00,1.05 Mb/s
2024-10-19 20:12:30,5.13 Mb/s
2024-10-19 20:13:00,5.36 Mb/s
2024-10-19 20:13:30,52.1 Mb/s
2024-10-19 20:14:00,55.1 Mb/s
2024-10-19 20:14:30,73.8 Mb/s
2024-10-19 20:15:00,71.6 Mb/s
2024-10-19 20:15:30,69.5 Mb/s
2024-10-19 20:16:00,11.6 kb/s
2024-10-19 20:16:30,28.9 Mb/s
2024-10-19 20:17:00,2.29 Mb/s
2024-10-19 20:17:30,48.4 Mb/s
2024-10-19 20:18:00,96.3 Mb/s
2024-10-19 20:18:30,44.5 Mb/s
2024-10-19 20:19:00,45.2 Mb/s
2024-10-19 20:19:30,52.8 kb/s
2024-10-19 20:20:00,102 Mb/s
2024-10-19 20:20:30,4.35 Mb/s
2024-10-19 20:21:00,316 kb/s
